Выбранная строка,Т/плана предупр.ТОРО,ПозПредупредТОРО,ПланПредупрТОРО,strategy,Планирующий завод,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Название технического объекта,Вид работы ТОРО,Вид заказа,Тип техкарты,СчетГруппТехкарт,Группа,Название технического места,Техническое место,strategy_str,updated-counter
,PM,327659,100000135471,2-0826,1400,Замена кузова,100,100000084397,Самосвал карьерный 730E-8 №14,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №14,05-KAR-UTTR-K802,2-0826_str,ЗЗ
,PM,327660,100000135472,2-0827,1400,Замена мотора обдува резистора,100,100000084397,Самосвал карьерный 730E-8 №14,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №14,05-KAR-UTTR-K802,2-0827_str,МО
,PM,327661,100000135473,2-0828,1400,ТР подвески,100,100000084397,Самосвал карьерный 730E-8 №14,ТР,APP1,A,РП,S0003680,Самосвал карьерный №14,05-KAR-UTTR-K802,2-0828_str,РП
,PM,327662,100000135474,1-2007,1400,Текущий ремонт,100,100000084398,Самосвал карьерный 730E-8 №15,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,1-2007_str,ТР
,PM,327663,100000135475,2-0442,1400,Замена двигателя,100,100000084398,Самосвал карьерный 730E-8 №15,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0442_str,ЗД
,PM,327664,100000135476,2-0571,1400,Замена мотор-колеса,100,100000084398,Самосвал карьерный 730E-8 №15,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0571_str,МЗ
,PM,327665,100000135477,2-0824,1400,Техническое обслуживание 10,100,100000084398,Самосвал карьерный 730E-8 №15,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,ТД
,PM,327666,100000135477,2-0824,1400,Техническое обслуживание 7,100,100000084398,Самосвал карьерный 730E-8 №15,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О7
,PM,327667,100000135477,2-0824,1400,Техническое обслуживание 8,100,100000084398,Самосвал карьерный 730E-8 №15,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О8
,PM,327668,100000135477,2-0824,1400,Техническое обслуживание 9,100,100000084398,Самосвал карьерный 730E-8 №15,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О9
,PM,327669,100000135477,2-0824,1400,Техническое обслуживание 1,100,100000084398,Самосвал карьерный 730E-8 №15,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О1
,PM,327670,100000135477,2-0824,1400,Техническое обслуживание 2,100,100000084398,Самосвал карьерный 730E-8 №15,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О2
,PM,327671,100000135477,2-0824,1400,Техническое обслуживание 3,100,100000084398,Самосвал карьерный 730E-8 №15,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О3
,PM,327672,100000135477,2-0824,1400,Техническое обслуживание 4,100,100000084398,Самосвал карьерный 730E-8 №15,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О4
,PM,327673,100000135477,2-0824,1400,Техническое обслуживание 5,100,100000084398,Самосвал карьерный 730E-8 №15,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О5
,PM,327674,100000135477,2-0824,1400,Техническое обслуживание 6,100,100000084398,Самосвал карьерный 730E-8 №15,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0824_str,О6
,PM,327675,100000135478,2-0825,1400,Замена генератора,100,100000084398,Самосвал карьерный 730E-8 №15,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0825_str,ЗН
,PM,327676,100000135479,2-0826,1400,ТР кузова,100,100000084398,Самосвал карьерный 730E-8 №15,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0826_str,ТЗ
,PM,327677,100000135479,2-0826,1400,Замена кузова,100,100000084398,Самосвал карьерный 730E-8 №15,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0826_str,ЗЗ
,PM,327678,100000135480,2-0827,1400,Замена мотора обдува резистора,100,100000084398,Самосвал карьерный 730E-8 №15,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0827_str,МО
,PM,327679,100000135481,2-0828,1400,ТР подвески,100,100000084398,Самосвал карьерный 730E-8 №15,ТР,APP1,A,РП,S0003680,Самосвал карьерный №15,05-KAR-UTTR-K803,2-0828_str,РП
,PM,327680,100000135482,1-2007,1400,Текущий ремонт,100,100000084399,Самосвал карьерный 730E-8 №16,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,1-2007_str,ТР
,PM,327681,100000135483,2-0442,1400,Замена двигателя,100,100000084399,Самосвал карьерный 730E-8 №16,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0442_str,ЗД
,PM,327682,100000135484,2-0571,1400,Замена мотор-колеса,100,100000084399,Самосвал карьерный 730E-8 №16,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0571_str,МЗ
,PM,327683,100000135485,2-0824,1400,Техническое обслуживание 10,100,100000084399,Самосвал карьерный 730E-8 №16,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,ТД
,PM,327684,100000135485,2-0824,1400,Техническое обслуживание 7,100,100000084399,Самосвал карьерный 730E-8 №16,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О7
,PM,327685,100000135485,2-0824,1400,Техническое обслуживание 8,100,100000084399,Самосвал карьерный 730E-8 №16,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О8
,PM,327686,100000135485,2-0824,1400,Техническое обслуживание 9,100,100000084399,Самосвал карьерный 730E-8 №16,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О9
,PM,327687,100000135485,2-0824,1400,Техническое обслуживание 1,100,100000084399,Самосвал карьерный 730E-8 №16,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О1
,PM,327688,100000135485,2-0824,1400,Техническое обслуживание 2,100,100000084399,Самосвал карьерный 730E-8 №16,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О2
,PM,327689,100000135485,2-0824,1400,Техническое обслуживание 3,100,100000084399,Самосвал карьерный 730E-8 №16,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О3
,PM,327690,100000135485,2-0824,1400,Техническое обслуживание 4,100,100000084399,Самосвал карьерный 730E-8 №16,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О4
,PM,327691,100000135485,2-0824,1400,Техническое обслуживание 5,100,100000084399,Самосвал карьерный 730E-8 №16,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О5
,PM,327692,100000135485,2-0824,1400,Техническое обслуживание 6,100,100000084399,Самосвал карьерный 730E-8 №16,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0824_str,О6
,PM,327693,100000135486,2-0825,1400,Замена генератора,100,100000084399,Самосвал карьерный 730E-8 №16,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0825_str,ЗН
,PM,327694,100000135487,2-0826,1400,ТР кузова,100,100000084399,Самосвал карьерный 730E-8 №16,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0826_str,ТЗ
,PM,327695,100000135487,2-0826,1400,Замена кузова,100,100000084399,Самосвал карьерный 730E-8 №16,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0826_str,ЗЗ
,PM,327696,100000135488,2-0827,1400,Замена мотора обдува резистора,100,100000084399,Самосвал карьерный 730E-8 №16,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0827_str,МО
,PM,327697,100000135489,2-0828,1400,ТР подвески,100,100000084399,Самосвал карьерный 730E-8 №16,ТР,APP1,A,РП,S0003680,Самосвал карьерный №16,05-KAR-UTTR-K804,2-0828_str,РП
,PM,327698,100000135490,1-2007,1400,Текущий ремонт,100,100000084400,Самосвал карьерный 730E-8 №17,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,1-2007_str,ТР
,PM,327699,100000135491,2-0442,1400,Замена двигателя,100,100000084400,Самосвал карьерный 730E-8 №17,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0442_str,ЗД
,PM,327700,100000135492,2-0571,1400,Замена мотор-колеса,100,100000084400,Самосвал карьерный 730E-8 №17,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0571_str,МЗ
,PM,327701,100000135493,2-0824,1400,Техническое обслуживание 10,100,100000084400,Самосвал карьерный 730E-8 №17,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,ТД
,PM,327702,100000135493,2-0824,1400,Техническое обслуживание 7,100,100000084400,Самосвал карьерный 730E-8 №17,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О7
,PM,327703,100000135493,2-0824,1400,Техническое обслуживание 8,100,100000084400,Самосвал карьерный 730E-8 №17,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О8
,PM,327704,100000135493,2-0824,1400,Техническое обслуживание 9,100,100000084400,Самосвал карьерный 730E-8 №17,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О9
,PM,327705,100000135493,2-0824,1400,Техническое обслуживание 1,100,100000084400,Самосвал карьерный 730E-8 №17,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О1
,PM,327706,100000135493,2-0824,1400,Техническое обслуживание 2,100,100000084400,Самосвал карьерный 730E-8 №17,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О2
,PM,327707,100000135493,2-0824,1400,Техническое обслуживание 3,100,100000084400,Самосвал карьерный 730E-8 №17,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О3
,PM,327708,100000135493,2-0824,1400,Техническое обслуживание 4,100,100000084400,Самосвал карьерный 730E-8 №17,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О4
,PM,327709,100000135493,2-0824,1400,Техническое обслуживание 5,100,100000084400,Самосвал карьерный 730E-8 №17,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О5
,PM,327710,100000135493,2-0824,1400,Техническое обслуживание 6,100,100000084400,Самосвал карьерный 730E-8 №17,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0824_str,О6
,PM,327711,100000135494,2-0825,1400,Замена генератора,100,100000084400,Самосвал карьерный 730E-8 №17,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0825_str,ЗН
,PM,327712,100000135495,2-0826,1400,ТР кузова,100,100000084400,Самосвал карьерный 730E-8 №17,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0826_str,ТЗ
,PM,327713,100000135495,2-0826,1400,Замена кузова,100,100000084400,Самосвал карьерный 730E-8 №17,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0826_str,ЗЗ
,PM,327714,100000135496,2-0827,1400,Замена мотора обдува резистора,100,100000084400,Самосвал карьерный 730E-8 №17,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0827_str,МО
,PM,327715,100000135497,2-0828,1400,ТР подвески,100,100000084400,Самосвал карьерный 730E-8 №17,ТР,APP1,A,РП,S0003680,Самосвал карьерный №17,05-KAR-UTTR-K805,2-0828_str,РП
,PM,327716,100000135498,1-2007,1400,Текущий ремонт,100,100000084401,Самосвал карьерный 730E-8 №18,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,1-2007_str,ТР
,PM,327717,100000135499,2-0442,1400,Замена двигателя,100,100000084401,Самосвал карьерный 730E-8 №18,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0442_str,ЗД
,PM,327718,100000135500,2-0571,1400,Замена мотор-колеса,100,100000084401,Самосвал карьерный 730E-8 №18,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0571_str,МЗ
,PM,327719,100000135501,2-0824,1400,Техническое обслуживание 10,100,100000084401,Самосвал карьерный 730E-8 №18,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,ТД
,PM,327720,100000135501,2-0824,1400,Техническое обслуживание 7,100,100000084401,Самосвал карьерный 730E-8 №18,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О7
,PM,327721,100000135501,2-0824,1400,Техническое обслуживание 8,100,100000084401,Самосвал карьерный 730E-8 №18,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О8
,PM,327722,100000135501,2-0824,1400,Техническое обслуживание 9,100,100000084401,Самосвал карьерный 730E-8 №18,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О9
,PM,327723,100000135501,2-0824,1400,Техническое обслуживание 1,100,100000084401,Самосвал карьерный 730E-8 №18,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О1
,PM,327724,100000135501,2-0824,1400,Техническое обслуживание 2,100,100000084401,Самосвал карьерный 730E-8 №18,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О2
,PM,327725,100000135501,2-0824,1400,Техническое обслуживание 3,100,100000084401,Самосвал карьерный 730E-8 №18,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О3
,PM,327726,100000135501,2-0824,1400,Техническое обслуживание 4,100,100000084401,Самосвал карьерный 730E-8 №18,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О4
,PM,327727,100000135501,2-0824,1400,Техническое обслуживание 5,100,100000084401,Самосвал карьерный 730E-8 №18,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О5
,PM,327728,100000135501,2-0824,1400,Техническое обслуживание 6,100,100000084401,Самосвал карьерный 730E-8 №18,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0824_str,О6
,PM,327729,100000135502,2-0825,1400,Замена генератора,100,100000084401,Самосвал карьерный 730E-8 №18,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0825_str,ЗН
,PM,327730,100000135503,2-0826,1400,ТР кузова,100,100000084401,Самосвал карьерный 730E-8 №18,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0826_str,ТЗ
,PM,327731,100000135503,2-0826,1400,Замена кузова,100,100000084401,Самосвал карьерный 730E-8 №18,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0826_str,ЗЗ
,PM,327732,100000135504,2-0827,1400,Замена мотора обдува резистора,100,100000084401,Самосвал карьерный 730E-8 №18,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0827_str,МО
,PM,327733,100000135505,2-0828,1400,ТР подвески,100,100000084401,Самосвал карьерный 730E-8 №18,ТР,APP1,A,РП,S0003680,Самосвал карьерный №18,05-KAR-UTTR-K806,2-0828_str,РП
,PM,327734,100000135506,1-2007,1400,Текущий ремонт,100,100000084402,Самосвал карьерный 730E-8 №19,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,1-2007_str,ТР
,PM,327735,100000135507,2-0442,1400,Замена двигателя,100,100000084402,Самосвал карьерный 730E-8 №19,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0442_str,ЗД
,PM,327736,100000135508,2-0571,1400,Замена мотор-колеса,100,100000084402,Самосвал карьерный 730E-8 №19,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0571_str,МЗ
,PM,327737,100000135509,2-0824,1400,Техническое обслуживание 1,100,100000084402,Самосвал карьерный 730E-8 №19,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О1
,PM,327738,100000135509,2-0824,1400,Техническое обслуживание 2,100,100000084402,Самосвал карьерный 730E-8 №19,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О2
,PM,327739,100000135509,2-0824,1400,Техническое обслуживание 3,100,100000084402,Самосвал карьерный 730E-8 №19,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О3
,PM,327740,100000135509,2-0824,1400,Техническое обслуживание 4,100,100000084402,Самосвал карьерный 730E-8 №19,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О4
,PM,327741,100000135509,2-0824,1400,Техническое обслуживание 5,100,100000084402,Самосвал карьерный 730E-8 №19,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О5
,PM,327742,100000135509,2-0824,1400,Техническое обслуживание 6,100,100000084402,Самосвал карьерный 730E-8 №19,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О6
,PM,327743,100000135509,2-0824,1400,Техническое обслуживание 10,100,100000084402,Самосвал карьерный 730E-8 №19,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,ТД
,PM,327744,100000135509,2-0824,1400,Техническое обслуживание 7,100,100000084402,Самосвал карьерный 730E-8 №19,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О7
,PM,327745,100000135509,2-0824,1400,Техническое обслуживание 8,100,100000084402,Самосвал карьерный 730E-8 №19,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О8
,PM,327746,100000135509,2-0824,1400,Техническое обслуживание 9,100,100000084402,Самосвал карьерный 730E-8 №19,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0824_str,О9
,PM,327747,100000135510,2-0825,1400,Замена генератора,100,100000084402,Самосвал карьерный 730E-8 №19,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0825_str,ЗН
,PM,327748,100000135511,2-0826,1400,ТР кузова,100,100000084402,Самосвал карьерный 730E-8 №19,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0826_str,ТЗ
,PM,327749,100000135511,2-0826,1400,Замена кузова,100,100000084402,Самосвал карьерный 730E-8 №19,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0826_str,ЗЗ
,PM,327750,100000135512,2-0827,1400,Замена мотора обдува резистора,100,100000084402,Самосвал карьерный 730E-8 №19,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0827_str,МО
,PM,327751,100000135513,2-0828,1400,ТР подвески,100,100000084402,Самосвал карьерный 730E-8 №19,ТР,APP1,A,РП,S0003680,Самосвал карьерный №19,05-KAR-UTTR-K807,2-0828_str,РП
,PM,327752,100000135514,1-2007,1400,Текущий ремонт,100,100000084403,Самосвал карьерный 730E-8 №20,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,1-2007_str,ТР
,PM,327753,100000135515,2-0442,1400,Замена двигателя,100,100000084403,Самосвал карьерный 730E-8 №20,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0442_str,ЗД
,PM,327754,100000135516,2-0571,1400,Замена мотор-колеса,100,100000084403,Самосвал карьерный 730E-8 №20,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0571_str,МЗ
,PM,327755,100000135517,2-0824,1400,Техническое обслуживание 10,100,100000084403,Самосвал карьерный 730E-8 №20,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,ТД
,PM,327756,100000135517,2-0824,1400,Техническое обслуживание 7,100,100000084403,Самосвал карьерный 730E-8 №20,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О7
,PM,327757,100000135517,2-0824,1400,Техническое обслуживание 8,100,100000084403,Самосвал карьерный 730E-8 №20,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О8
,PM,327758,100000135517,2-0824,1400,Техническое обслуживание 9,100,100000084403,Самосвал карьерный 730E-8 №20,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О9
,PM,327759,100000135517,2-0824,1400,Техническое обслуживание 1,100,100000084403,Самосвал карьерный 730E-8 №20,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О1
,PM,327760,100000135517,2-0824,1400,Техническое обслуживание 2,100,100000084403,Самосвал карьерный 730E-8 №20,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О2
,PM,327761,100000135517,2-0824,1400,Техническое обслуживание 3,100,100000084403,Самосвал карьерный 730E-8 №20,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О3
,PM,327762,100000135517,2-0824,1400,Техническое обслуживание 4,100,100000084403,Самосвал карьерный 730E-8 №20,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О4
,PM,327763,100000135517,2-0824,1400,Техническое обслуживание 5,100,100000084403,Самосвал карьерный 730E-8 №20,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О5
,PM,327764,100000135517,2-0824,1400,Техническое обслуживание 6,100,100000084403,Самосвал карьерный 730E-8 №20,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0824_str,О6
,PM,327765,100000135518,2-0825,1400,Замена генератора,100,100000084403,Самосвал карьерный 730E-8 №20,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0825_str,ЗН
,PM,327766,100000135519,2-0826,1400,ТР кузова,100,100000084403,Самосвал карьерный 730E-8 №20,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0826_str,ТЗ
,PM,327767,100000135519,2-0826,1400,Замена кузова,100,100000084403,Самосвал карьерный 730E-8 №20,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0826_str,ЗЗ
,PM,327768,100000135520,2-0827,1400,Замена мотора обдува резистора,100,100000084403,Самосвал карьерный 730E-8 №20,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0827_str,МО
,PM,327769,100000135521,2-0828,1400,ТР подвески,100,100000084403,Самосвал карьерный 730E-8 №20,ТР,APP1,A,РП,S0003680,Самосвал карьерный №20,05-KAR-UTTR-K808,2-0828_str,РП
,PM,327770,100000135522,1-2007,1400,Текущий ремонт,100,100000084404,Самосвал карьерный 730E-8 №21,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,1-2007_str,ТР
,PM,327771,100000135523,2-0442,1400,Замена двигателя,100,100000084404,Самосвал карьерный 730E-8 №21,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0442_str,ЗД
,PM,327772,100000135524,2-0571,1400,Замена мотор-колеса,100,100000084404,Самосвал карьерный 730E-8 №21,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0571_str,МЗ
,PM,327773,100000135525,2-0824,1400,Техническое обслуживание 10,100,100000084404,Самосвал карьерный 730E-8 №21,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,ТД
,PM,327774,100000135525,2-0824,1400,Техническое обслуживание 7,100,100000084404,Самосвал карьерный 730E-8 №21,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О7
,PM,327775,100000135525,2-0824,1400,Техническое обслуживание 8,100,100000084404,Самосвал карьерный 730E-8 №21,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О8
,PM,327776,100000135525,2-0824,1400,Техническое обслуживание 9,100,100000084404,Самосвал карьерный 730E-8 №21,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О9
,PM,327777,100000135525,2-0824,1400,Техническое обслуживание 1,100,100000084404,Самосвал карьерный 730E-8 №21,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О1
,PM,327778,100000135525,2-0824,1400,Техническое обслуживание 2,100,100000084404,Самосвал карьерный 730E-8 №21,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О2
,PM,327779,100000135525,2-0824,1400,Техническое обслуживание 3,100,100000084404,Самосвал карьерный 730E-8 №21,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О3
,PM,327780,100000135525,2-0824,1400,Техническое обслуживание 4,100,100000084404,Самосвал карьерный 730E-8 №21,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О4
,PM,327781,100000135525,2-0824,1400,Техническое обслуживание 5,100,100000084404,Самосвал карьерный 730E-8 №21,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О5
