,Название стратерии,Единица,Текст цикла ПредупрТОРО,КраткНазвЦикла,Цикл,код_цикла,strategy_str_counter
617,ЧАС ТО8640-ТР17280-КР51840,ЧАС,Капитальный ремонт,КР,"51840,00",1-0226КР,1-0226_strКР
618,ЧАС 4392-8760-ТР17280-КР34560,ЧАС,Техническое обслуживание 1,О1,"4392,00",1-0227О1,1-0227_strО1
619,ЧАС 4392-8760-ТР17280-КР34560,ЧАС,Техническое обслуживание 2,О2,"8760,00",1-0227О2,1-0227_strО2
620,ЧАС 4392-8760-ТР17280-КР34560,ЧАС,Текущий ремонт,ТР,"17280,00",1-0227ТР,1-0227_strТР
621,ЧАС 4392-8760-ТР17280-КР34560,ЧАС,Капитальный ремонт,КР,"34560,00",1-0227КР,1-0227_strКР
622,ЧАС ТО4320-ТР8640-КР43200,ЧАС,Техническое обслуживание,ТО,"4320,00",1-0228ТО,1-0228_strТО
623,ЧАС ТО4320-ТР8640-КР43200,ЧАС,Текущий ремонт,ТР,"8640,00",1-0228ТР,1-0228_strТР
624,ЧАС ТО4320-ТР8640-КР43200,ЧАС,Капитальный ремонт,КР,"43200,00",1-0228КР,1-0228_strКР
625,ЧАС ТО4392-ТР17520-КР52560,ЧАС,Техническое обслуживание,ТО,"4392,00",1-0229ТО,1-0229_strТО
626,ЧАС ТО4392-ТР17520-КР52560,ЧАС,Текущий ремонт,ТР,"17520,00",1-0229ТР,1-0229_strТР
627,ЧАС ТО4392-ТР17520-КР52560,ЧАС,Капитальный ремонт,КР,"52560,00",1-0229КР,1-0229_strКР
628,ЧАС О1360-О2720-ТР1440-КР8640,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0230О1,1-0230_strО1
629,ЧАС О1360-О2720-ТР1440-КР8640,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0230О2,1-0230_strО2
630,ЧАС О1360-О2720-ТР1440-КР8640,ЧАС,Текущий ремонт,ТР,"1440,00",1-0230ТР,1-0230_strТР
631,ЧАС О1360-О2720-ТР1440-КР8640,ЧАС,Капитальный ремонт,КР,"8640,00",1-0230КР,1-0230_strКР
632,ЧАС ТО720-ТР8640-КР25920,ЧАС,Техническое обслуживание,ТО,"720,00",1-0231ТО,1-0231_strТО
633,ЧАС ТО720-ТР8640-КР25920,ЧАС,Текущий ремонт,ТР,"8640,00",1-0231ТР,1-0231_strТР
634,ЧАС ТО720-ТР8640-КР25920,ЧАС,Капитальный ремонт,КР,"25920,00",1-0231КР,1-0231_strКР
635,ЧАС О18760-О217496-О334992,ЧАС,Техническое обслуживание 1,О1,"8760,00",1-0232О1,1-0232_strО1
636,ЧАС О18760-О217496-О334992,ЧАС,Техническое обслуживание 2,О2,"17496,00",1-0232О2,1-0232_strО2
637,ЧАС О18760-О217496-О334992,ЧАС,Техническое обслуживание 3,О3,"34992,00",1-0232О3,1-0232_strО3
638,ЧАС ТО8760-ТР17520-КР34992,ЧАС,Техническое обслуживание,ТО,"8760,00",1-0233ТО,1-0233_strТО
639,ЧАС ТО8760-ТР17520-КР34992,ЧАС,Текущий ремонт,ТР,"17520,00",1-0233ТР,1-0233_strТР
640,ЧАС ТО8760-ТР17520-КР34992,ЧАС,Капитальный ремонт,КР,"34992,00",1-0233КР,1-0233_strКР
641,ЧАС ТР8640-КР34560,ЧАС,Текущий ремонт,ТР,"8640,00",1-0234ТР,1-0234_strТР
642,ЧАС ТР8640-КР34560,ЧАС,Капитальный ремонт,КР,"34560,00",1-0234КР,1-0234_strКР
643,ЧАС ТО720-ТР17280-КР51840,ЧАС,Техническое обслуживание,ТО,"720,00",1-0235ТО,1-0235_strТО
644,ЧАС ТО720-ТР17280-КР51840,ЧАС,Текущий ремонт,ТР,"17280,00",1-0235ТР,1-0235_strТР
645,ЧАС ТО720-ТР17280-КР51840,ЧАС,Капитальный ремонт,КР,"51840,00",1-0235КР,1-0235_strКР
646,ЧАС 338640,ЧАС,КР футеровка,33,"8640,00",1-023633,1-0236_str33
647,ЧАС 334320,ЧАС,КР футеровка,33,"4320,00",1-023733,1-0237_str33
648,ЧАС ТО1-4368-СО-8736-ТО2-17472,ЧАС,Техническое обслуживание 1,1,"4368,00",1-02381,1-0238_str1
649,ЧАС ТО1-4368-СО-8736-ТО2-17472,ЧАС,Сезонное обслуживание,СО,"8736,00",1-0238СО,1-0238_strСО
650,ЧАС ТО1-4368-СО-8736-ТО2-17472,ЧАС,Техническое обслуживание 2,2,"17472,00",1-02382,1-0238_str2
651,ЧАС ЕО-24-ТО-240,ЧАС,Ежедневный осмотр,ЕО,"24,00",1-0239ЕО,1-0239_strЕО
652,ЧАС ЕО-24-ТО-240,ЧАС,Техническое обслуживаие,ТО,"240,00",1-0239ТО,1-0239_strТО
653,ЧАС/ТО720/О22880/ТР5760/КР8640,ЧАС,Техническое обслуживание,ТО,"720,00",1-0241ТО,1-0241_strТО
654,ЧАС/ТО720/О22880/ТР5760/КР8640,ЧАС,Техническое обслуживание,О2,"2880,00",1-0241О2,1-0241_strО2
655,ЧАС/ТО720/О22880/ТР5760/КР8640,ЧАС,Текущий ремонт,ТР,"5760,00",1-0241ТР,1-0241_strТР
656,ЧАС/ТО720/О22880/ТР5760/КР8640,ЧАС,Капитальный ремонт,КР,"8640,00",1-0241КР,1-0241_strКР
657,ЧАС О1360-О2720-Т16480-Т2-К,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0243О1,1-0243_strО1
658,ЧАС О1360-О2720-Т16480-Т2-К,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0243О2,1-0243_strО2
659,ЧАС О1360-О2720-Т16480-Т2-К,ЧАС,Текущий ремонт 1,Т1,"6480,00",1-0243Т1,1-0243_strТ1
660,ЧАС О1360-О2720-Т16480-Т2-К,ЧАС,Текущий ремонт 2,Т2,"12960,00",1-0243Т2,1-0243_strТ2
661,ЧАС О1360-О2720-Т16480-Т2-К,ЧАС,Капитальный ремонт,КР,"51840,00",1-0243КР,1-0243_strКР
662,ЧАС О1360-О2720-Т15760-Т2-К,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0244О1,1-0244_strО1
663,ЧАС О1360-О2720-Т15760-Т2-К,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0244О2,1-0244_strО2
664,ЧАС О1360-О2720-Т15760-Т2-К,ЧАС,Текущий ремонт 1,Т1,"5760,00",1-0244Т1,1-0244_strТ1
665,ЧАС О1360-О2720-Т15760-Т2-К,ЧАС,Текущий ремонт 2,Т2,"11520,00",1-0244Т2,1-0244_strТ2
666,ЧАС О1360-О2720-Т15760-Т2-К,ЧАС,Капитальный ремонт,КР,"46080,00",1-0244КР,1-0244_strКР
667,ЧАС О1360-О2720-ТР6480-КР38880,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0245О1,1-0245_strО1
668,ЧАС О1360-О2720-ТР6480-КР38880,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0245О2,1-0245_strО2
669,ЧАС О1360-О2720-ТР6480-КР38880,ЧАС,Текущий ремонт,ТР,"6480,00",1-0245ТР,1-0245_strТР
670,ЧАС О1360-О2720-ТР6480-КР38880,ЧАС,Капитальный ремонт,КР,"38880,00",1-0245КР,1-0245_strКР
671,ЧАС О1360-О2720-Т11520-КР46080,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0246О1,1-0246_strО1
672,ЧАС О1360-О2720-Т11520-КР46080,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0246О2,1-0246_strО2
673,ЧАС О1360-О2720-Т11520-КР46080,ЧАС,Текущий ремонт,ТР,"11520,00",1-0246ТР,1-0246_strТР
674,ЧАС О1360-О2720-Т11520-КР46080,ЧАС,Капитальный ремонт,КР,"46080,00",1-0246КР,1-0246_strКР
675,ЧАС О1360-О2720-ТР5760-КР46080,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0247О1,1-0247_strО1
676,ЧАС О1360-О2720-ТР5760-КР46080,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0247О2,1-0247_strО2
677,ЧАС О1360-О2720-ТР5760-КР46080,ЧАС,Текущий ремонт,ТР,"5760,00",1-0247ТР,1-0247_strТР
678,ЧАС О1360-О2720-ТР5760-КР46080,ЧАС,Капитальный ремонт,КР,"46080,00",1-0247КР,1-0247_strКР
679,ЧАС О136-О2720-КР12960,ЧАС,Техническое обслуживание 1,О1,"360,00",1-0248О1,1-0248_strО1
680,ЧАС О136-О2720-КР12960,ЧАС,Техническое обслуживание 2,О2,"720,00",1-0248О2,1-0248_strО2
681,ЧАС О136-О2720-КР12960,ЧАС,Капитальный ремонт,КР,"12960,00",1-0248КР,1-0248_strКР
682,ЧАС ТО-360/КР-5760,ЧАС,Техническое обслуживание 1,ТО,"360,00",1-0249ТО,1-0249_strТО
683,ЧАС ТО-360/КР-5760,ЧАС,Капитальный ремонт,КР,"5760,00",1-0249КР,1-0249_strКР
684,ЧАС ТР4320-КР34560,Ч,Текущий ремонт,ТР,"4320,00",1-0250ТР,1-0250_strТР
685,ЧАС ТР4320-КР34560,Ч,Капитальный ремонт,КР,"34560,00",1-0250КР,1-0250_strКР
686,МСЦ ТО1-ТР6-КР12,МСЦ,Техническое обслуживание,ТО,"720,00",1-0251ТО,1-0251_strТО
687,МСЦ ТО1-ТР6-КР12,МСЦ,Текущий ремонт,ТР,"4320,00",1-0251ТР,1-0251_strТР
688,МСЦ ТО1-ТР6-КР12,МСЦ,Капитальный ремонт,КР,"8640,00",1-0251КР,1-0251_strКР
689,ЧАС ТР60480-КР86400,ЧАС,Текущий ремонт,ТР,"60480,00",1-0252ТР,1-0252_strТР
690,ЧАС ТР60480-КР86400,ЧАС,Капитальный ремонт,КР,"86400,00",1-0252КР,1-0252_strКР
691,ЧАС ТО240-ТР8640-КР51840,ЧАС,Техническое обслуживание,ТО,"240,00",1-0253ТО,1-0253_strТО
692,ЧАС ТО240-ТР8640-КР51840,ЧАС,Текущий ремонт,ТР,"8640,00",1-0253ТР,1-0253_strТР
693,ЧАС ТО240-ТР8640-КР51840,ЧАС,Капитальный ремонт,КР,"51840,00",1-0253КР,1-0253_strКР
694,ЧАС ТО720-ТР8640-КР216000,ЧАС,Техническое обслуживание,ТО,"720,00",1-0254ТО,1-0254_strТО
695,ЧАС ТО720-ТР8640-КР216000,ЧАС,Текущий ремонт,ТР,"8640,00",1-0254ТР,1-0254_strТР
696,ЧАС ТО720-ТР8640-КР216000,ЧАС,Капитальный ремонт,КР,"216000,00",1-0254КР,1-0254_strКР
697,ЧАС ТО720-ТР4320-КР103680,ЧАС,Техническое обслуживание,ТО,"720,00",1-0255ТО,1-0255_strТО
698,ЧАС ТО720-ТР4320-КР103680,ЧАС,Текущий ремонт,ТР,"4320,00",1-0255ТР,1-0255_strТР
699,ЧАС ТО720-ТР4320-КР103680,ЧАС,Капитальный ремонт,КР,"103680,00",1-0255КР,1-0255_strКР
700,ЧАС ТО2160-ТР4320-КР34560,ЧАС,Техническое обслуживание,ТО,"2160,00",1-0256ТО,1-0256_strТО
701,ЧАС ТО2160-ТР4320-КР34560,ЧАС,Текущий ремонт,ТР,"4320,00",1-0256ТР,1-0256_strТР
702,ЧАС ТО2160-ТР4320-КР34560,ЧАС,Капитальный ремонт,КР,"34560,00",1-0256КР,1-0256_strКР
703,ЧАС ТО2160-ТР4320-КР43200,ЧАС,Техническое обслуживание,ТО,"2160,00",1-0257ТО,1-0257_strТО
704,ЧАС ТО2160-ТР4320-КР43200,ЧАС,Текущий ремонт,ТР,"4320,00",1-0257ТР,1-0257_strТР
705,ЧАС ТО2160-ТР4320-КР43200,ЧАС,Капитальный ремонт,КР,"43200,00",1-0257КР,1-0257_strКР
706,ЧАС ТО4320-ТР17280,ЧАС,Техническое обслуживание,ТО,"4320,00",1-0258ТО,1-0258_strТО
707,ЧАС ТО4320-ТР17280,ЧАС,Текущий ремонт,ТР,"17280,00",1-0258ТР,1-0258_strТР
708,ЧАС ТО8640-ТР21600-КР43200,ЧАС,Техническое обслуживание,ТО,"8640,00",1-0259ТО,1-0259_strТО
709,ЧАС ТО8640-ТР21600-КР43200,ЧАС,Текущий ремонт,ТР,"21600,00",1-0259ТР,1-0259_strТР
710,ЧАС ТО8640-ТР21600-КР43200,ЧАС,Капитальный ремонт,КР,"43200,00",1-0259КР,1-0259_strКР
711,ЧАС ТО4320-ТР8640-КР17280,ЧАС,Техническое обслуживание,ТО,"4320,00",1-0260ТО,1-0260_strТО
712,ЧАС ТО4320-ТР8640-КР17280,ЧАС,Текущий ремонт,ТР,"8640,00",1-0260ТР,1-0260_strТР
713,ЧАС ТО4320-ТР8640-КР17280,ЧАС,Капитальный ремонт,КР,"17280,00",1-0260КР,1-0260_strКР
714,ЧАС ТО8640-ТР17280-КР34560,ЧАС,Техническое обслуживание,ТО,"8640,00",1-0261ТО,1-0261_strТО
715,ЧАС ТО8640-ТР17280-КР34560,ЧАС,Текущий ремонт,ТР,"17280,00",1-0261ТР,1-0261_strТР
716,ЧАС ТО8640-ТР17280-КР34560,ЧАС,Капитальный ремонт,КР,"34560,00",1-0261КР,1-0261_strКР
717,ЧАС ТР8640-КР138240,ЧАС,Текущий ремонт,ТР,"8640,00",1-0262ТР,1-0262_strТР
718,ЧАС ТР8640-КР138240,ЧАС,Капитальный ремонт,КР,"138240,00",1-0262КР,1-0262_strКР
719,ЧАС ТО168-ТО1720,ЧАС,Техническое обслуживание,ТО,"168,00",1-0263ТО,1-0263_strТО
720,ЧАС ТО168-ТО1720,ЧАС,Техническое обслуживание 1,О1,"720,00",1-0263О1,1-0263_strО1
721,ЧАС ТО4380-ТР8760-КР17280,ЧАС,Техническое обслуживание,ТО,"4368,00",1-0264ТО,1-0264_strТО
722,ЧАС ТО4380-ТР8760-КР17280,ЧАС,Текущий ремонт,ТР,"8760,00",1-0264ТР,1-0264_strТР
723,ЧАС ТО4380-ТР8760-КР17280,ЧАС,Капитальный ремонт,КР,"17280,00",1-0264КР,1-0264_strКР
724,ЧАС ТО12160-ТО24320-ТО38640,ЧАС,Техническое обслуживание 1,О1,"2160,00",1-0265О1,1-0265_strО1
725,ЧАС ТО12160-ТО24320-ТО38640,ЧАС,Техническое обслуживание 2,О2,"4320,00",1-0265О2,1-0265_strО2
726,ЧАС ТО12160-ТО24320-ТО38640,ЧАС,Техническое обслуживание 3,О3,"8640,00",1-0265О3,1-0265_strО3
727,ЧАС ТО2160-ТР4320-КР35040,ЧАС,Техническое обслуживание,ТО,"2160,00",1-0266ТО,1-0266_strТО
728,ЧАС ТО2160-ТР4320-КР35040,ЧАС,Текущий ремонт,ТР,"4320,00",1-0266ТР,1-0266_strТР
729,ЧАС ТО2160-ТР4320-КР35040,ЧАС,Капитальный ремонт,КР,"35040,00",1-0266КР,1-0266_strКР
730,ЧАС ТО1008-ТР7992-КР16008,ЧАС,Техническое обслуживание,ТО,"1008,00",1-0267ТО,1-0267_strТО
731,ЧАС ТО1008-ТР7992-КР16008,ЧАС,Текущий ремонт,ТР,"7992,00",1-0267ТР,1-0267_strТР
732,ЧАС ТО1008-ТР7992-КР16008,ЧАС,Капитальный ремонт,КР,"16008,00",1-0267КР,1-0267_strКР
733,ЧАС ОБХ168,ЧАС,"Обходы, осмотры",ОО,"168,00",1-0268ОО,1-0268_strОО
734,ЧАС ОБХ12,ЧАС,"Обходы, осмотры",ОО,"24,00",1-0269ОО,1-0269_strОО
735,ЧАС ОБХ24,ЧАС,"Обходы, осмотры",ОО,"24,00",1-0270ОО,1-0270_strОО
736,ЧАС ТО720-ТР2880,ЧАС,Техническое обслуживание,ТО,"720,00",1-0271ТО,1-0271_strТО
737,ЧАС ТО720-ТР2880,ЧАС,Текущий ремонт,ТР,"2880,00",1-0271ТР,1-0271_strТР
738,ЧАС ТО1440-ТР2880,ЧАС,Техническое обслуживание,ТО,"1440,00",1-0272ТО,1-0272_strТО
739,ЧАС ТО1440-ТР2880,ЧАС,Текущий ремонт,ТР,"2880,00",1-0272ТР,1-0272_strТР
740,ЧАС ТО2880-ТР4320,ЧАС,Техническое обслуживание,ТО,"2880,00",1-0273ТО,1-0273_strТО
741,ЧАС ТО2880-ТР4320,ЧАС,Текущий ремонт,ТР,"4320,00",1-0273ТР,1-0273_strТР
742,ЧАС ТО2880-ТР6480,ЧАС,Техническое обслуживание,ТО,"2880,00",1-0274ТО,1-0274_strТО
743,ЧАС ТО2880-ТР6480,ЧАС,Текущий ремонт,ТР,"6480,00",1-0274ТР,1-0274_strТР
744,ЧАС ТО25920,ЧАС,Техническое обслуживание,ТО,"25920,00",1-0275ТО,1-0275_strТО
745,ЧАС ТО8640-ТР25920-КР103680,ЧАС,Техническое обслуживание,ТО,"8640,00",1-0276ТО,1-0276_strТО
746,ЧАС ТО8640-ТР25920-КР103680,ЧАС,Текущий ремонт,ТР,"25920,00",1-0276ТР,1-0276_strТР
747,ЧАС ТО8640-ТР25920-КР103680,ЧАС,Капитальный ремонт,КР,"103680,00",1-0276КР,1-0276_strКР
748,ЧАС ТО8640-ТР25920-КР77760,ЧАС,Техническое обслуживание,ТО,"8640,00",1-0277ТО,1-0277_strТО
749,ЧАС ТО8640-ТР25920-КР77760,ЧАС,Текущий ремонт,ТР,"25920,00",1-0277ТР,1-0277_strТР
750,ЧАС ТО8640-ТР25920-КР77760,ЧАС,Капитальный ремонт,КР,"77760,00",1-0277КР,1-0277_strКР
751,ЧАС Т18760-Т226280-Т352560,ЧАС,Текущий ремонт 1,Т1,"8760,00",1-0278Т1,1-0278_strТ1
752,ЧАС Т18760-Т226280-Т352560,ЧАС,Текущий ремонт 2,Т2,"26280,00",1-0278Т2,1-0278_strТ2
753,ЧАС Т18760-Т226280-Т352560,ЧАС,Текущий ремонт 3,Т3,"52560,00",1-0278Т3,1-0278_strТ3
754,ЧАС Т225920,ЧАС,Текущий ремонт 2,Т2,"25920,00",1-0279Т2,1-0279_strТ2
755,ЧАС ТР6480-Т18640,ЧАС,Текущий ремонт,ТР,"6480,00",1-0280ТР,1-0280_strТР
756,ЧАС ТР6480-Т18640,ЧАС,Текущий ремонт 1,Т1,"8640,00",1-0280Т1,1-0280_strТ1
757,ЧАС ТО2880-Т18640,ЧАС,Техническое обслуживание,ТО,"2880,00",1-0281ТО,1-0281_strТО
758,ЧАС ТО2880-Т18640,ЧАС,Текущий ремонт 1,Т1,"8640,00",1-0281Т1,1-0281_strТ1
759,ЧАС О1720-О24320-О38640,ЧАС,Техническое обслуживание 1,О1,"720,00",1-0282О1,1-0282_strО1
760,ЧАС О1720-О24320-О38640,ЧАС,Техническое обслуживание 2,О2,"4320,00",1-0282О2,1-0282_strО2
761,ЧАС О1720-О24320-О38640,ЧАС,Техническое обслуживание 3,О3,"8640,00",1-0282О3,1-0282_strО3
762,ЧАС О1720-О22160-ТР8640,ЧАС,Техническое обслуживание 1,О1,"720,00",1-0283О1,1-0283_strО1
763,ЧАС О1720-О22160-ТР8640,ЧАС,Техническое обслуживание 2,О2,"2160,00",1-0283О2,1-0283_strО2
764,ЧАС О1720-О22160-ТР8640,ЧАС,Текущий ремонт,ТР,"8640,00",1-0283ТР,1-0283_strТР
765,ЧАС Т18760-Т217520-Т352560,ЧАС,Текущий ремонт 1,Т1,"8760,00",1-0284Т1,1-0284_strТ1
766,ЧАС Т18760-Т217520-Т352560,ЧАС,Текущий ремонт 2,Т2,"17520,00",1-0284Т2,1-0284_strТ2
767,ЧАС Т18760-Т217520-Т352560,ЧАС,Текущий ремонт 3,Т3,"52560,00",1-0284Т3,1-0284_strТ3
768,ЧАС Т126280-Т235040-Т352560,ЧАС,Текущий ремонт 1,Т1,"26280,00",1-0285Т1,1-0285_strТ1
769,ЧАС Т126280-Т235040-Т352560,ЧАС,Текущий ремонт 2,Т2,"35040,00",1-0285Т2,1-0285_strТ2
770,ЧАС Т126280-Т235040-Т352560,ЧАС,Текущий ремонт 3,Т3,"52560,00",1-0285Т3,1-0285_strТ3
771,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,ЧАС,Текущий ремонт 3,Т3,"8640,00",1-0286Т3,1-0286_strТ3
772,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,ЧАС,Текущий ремонт 4,Т4,"8640,00",1-0286Т4,1-0286_strТ4
773,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,ЧАС,Текущий ремонт 5,Т5,"8640,00",1-0286Т5,1-0286_strТ5
