БЕ,класс ео,Модель оборудования,Наименование оборудования,strategy_str_counter,Группа,СчетГруппТехкарт,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Текст цикла ПредупрТОРО,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №02,2-0692_strО4,B0000019,О4,100000063508,Техническое обслуживание 4,Техническое обслуживание 4,B0000019_strО4,"182,500","22,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №02,2-0692_strСР,B0000019,СР,100000063508,Средний ремонт,Средний ремонт,B0000019_strСР,"967,000","483,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №02,2-0692_strКР,B0000019,КР,100000063508,Капитальный ремонт,Капитальный ремонт,B0000019_strКР,"4 801,000","1 600,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,2-0692_strО1,B0000019,О1,100000063521,Техническое обслуживание 1,Техническое обслуживание 1,B0000019_strО1,"8,000","8,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,2-0692_strО2,B0000019,О2,100000063521,Техническое обслуживание 2,Техническое обслуживание 2,B0000019_strО2,"54,000","10,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,2-0692_strО3,B0000019,О3,100000063521,Техническое обслуживание 3,Техническое обслуживание 3,B0000019_strО3,"108,500","21,700"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,2-0692_strО4,B0000019,О4,100000063521,Техническое обслуживание 4,Техническое обслуживание 4,B0000019_strО4,"182,500","22,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,2-0692_strСР,B0000019,СР,100000063521,Средний ремонт,Средний ремонт,B0000019_strСР,"967,000","483,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,2-0692_strКР,B0000019,КР,100000063521,Капитальный ремонт,Капитальный ремонт,B0000019_strКР,"4 801,000","1 600,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,2-0692_strО1,B0000019,О1,100000063523,Техническое обслуживание 1,Техническое обслуживание 1,B0000019_strО1,"8,000","8,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,2-0692_strО2,B0000019,О2,100000063523,Техническое обслуживание 2,Техническое обслуживание 2,B0000019_strО2,"54,000","10,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,2-0692_strО3,B0000019,О3,100000063523,Техническое обслуживание 3,Техническое обслуживание 3,B0000019_strО3,"108,500","21,700"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,2-0692_strО4,B0000019,О4,100000063523,Техническое обслуживание 4,Техническое обслуживание 4,B0000019_strО4,"182,500","22,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,2-0692_strСР,B0000019,СР,100000063523,Средний ремонт,Средний ремонт,B0000019_strСР,"967,000","483,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,2-0692_strКР,B0000019,КР,100000063523,Капитальный ремонт,Капитальный ремонт,B0000019_strКР,"4 801,000","1 600,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,2-0692_strО1,B0004011,О1,100000063524,Техническое обслуживание 1,Техническое обслуживание 1,B0004011_strО1,"8,000","8,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,2-0692_strО2,B0004011,О2,100000063524,Техническое обслуживание 2,Техническое обслуживание 2,B0004011_strО2,"54,000","10,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,2-0692_strО3,B0004011,О3,100000063524,Техническое обслуживание 3,Техническое обслуживание 3,B0004011_strО3,"108,500","21,700"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,2-0692_strО4,B0004011,О4,100000063524,Экскаватор электрический WK-35 №04 энерг,Техническое обслуживание 4,B0004011_strО4,"182,500","22,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,2-0692_strСР,B0004011,СР,100000063524,Экскаватор электрический WK-35 №04 энерг,Средний ремонт,B0004011_strСР,"1 479,000","739,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,2-0692_strКР,B0004011,КР,100000063524,Капитальный ремонт,Капитальный ремонт,B0004011_strКР,"4 801,000","2 400,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,2-0692_strО1,B0004011,О1,100000063525,Техническое обслуживание 1,Техническое обслуживание 1,B0004011_strО1,"8,000","8,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,2-0692_strО2,B0004011,О2,100000063525,Техническое обслуживание 2,Техническое обслуживание 2,B0004011_strО2,"54,000","10,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,2-0692_strО3,B0004011,О3,100000063525,Техническое обслуживание 3,Техническое обслуживание 3,B0004011_strО3,"108,500","21,700"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,2-0692_strО4,B0004011,О4,100000063525,Техническое обслуживание 4,Техническое обслуживание 4,B0004011_strО4,"182,500","22,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,2-0692_strСР,B0004011,СР,100000063525,Средний ремонт,Средний ремонт,B0004011_strСР,"1 479,000","739,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,2-0692_strКР,B0004011,КР,100000063525,Капитальный ремонт,Капитальный ремонт,B0004011_strКР,"4 801,000","2 400,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,2-0692_strО1,B0004011,О1,100000063527,Техническое обслуживание 1,Техническое обслуживание 1,B0004011_strО1,"8,000","8,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,2-0692_strО2,B0004011,О2,100000063527,Техническое обслуживание 2,Техническое обслуживание 2,B0004011_strО2,"54,000","10,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,2-0692_strО3,B0004011,О3,100000063527,Техническое обслуживание 3,Техническое обслуживание 3,B0004011_strО3,"108,500","21,700"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,2-0692_strО4,B0004011,О4,100000063527,Техническое обслуживание 4,Техническое обслуживание 4,B0004011_strО4,"182,500","22,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,2-0692_strСР,B0004011,СР,100000063527,Средний ремонт,Средний ремонт,B0004011_strСР,"1 479,000","739,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,2-0692_strКР,B0004011,КР,100000063527,Капитальный ремонт,Капитальный ремонт,B0004011_strКР,"4 801,000","2 400,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,2-0692_strО1,B0004011,О1,100000063528,Техническое обслуживание 1,Техническое обслуживание 1,B0004011_strО1,"8,000","8,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,2-0692_strО2,B0004011,О2,100000063528,Техническое обслуживание 2,Техническое обслуживание 2,B0004011_strО2,"54,000","10,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,2-0692_strО3,B0004011,О3,100000063528,Техническое обслуживание 3,Техническое обслуживание 3,B0004011_strО3,"108,500","21,700"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,2-0692_strО4,B0004011,О4,100000063528,Техническое обслуживание 4,Техническое обслуживание 4,B0004011_strО4,"182,500","22,800"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,2-0692_strСР,B0004011,СР,100000063528,Средний ремонт,Средний ремонт,B0004011_strСР,"1 479,000","739,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,2-0692_strКР,B0004011,КР,100000063528,Капитальный ремонт,Капитальный ремонт,B0004011_strКР,"4 801,000","2 400,500"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-18,Экскаватор электрический ЭКГ-18 №01,2-0694_strО1,B0003843,О1,100000063537,Техническое обслуживание 1,Техническое обслуживание 1,B0003843_strО1,"8,000","4,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-18,Экскаватор электрический ЭКГ-18 №01,2-0694_strО2,B0003843,О2,100000063537,Техническое обслуживание 2,Техническое обслуживание 2,B0003843_strО2,"57,000","11,400"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-18,Экскаватор электрический ЭКГ-18 №01,2-0694_strТ1,B0003843,Т1,100000063537,Текущий ремонт 1,Текущий ремонт 1,B0003843_strТ1,"168,000","84,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №27,2-0693_strТО,B0000012,ТО,100000063549,Техническое обслуживание,Техническое обслуживание,B0000012_strТО,"22,000","22,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №27,2-0693_strТР,B0000012,ТР,100000063549,Текущий ремонт,Текущий ремонт,B0000012_strТР,"267,000","133,500"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №27,2-0693_strКР,B0000012,КР,100000063549,Капитальный ремонт,Капитальный ремонт,B0000012_strКР,"1 142,000","571,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №26,2-0693_strТО,B0000012,ТО,100000063550,Станок буровой СБШ-250 МНА-32 №27 энерг,Техническое обслуживание,B0000012_strТО,"22,000","22,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №26,2-0693_strТР,B0000012,ТР,100000063550,Текущий ремонт,Текущий ремонт,B0000012_strТР,"267,000","133,500"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №26,2-0693_strКР,B0000012,КР,100000063550,Капитальный ремонт,Капитальный ремонт,B0000012_strКР,"1 142,000","571,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №25,2-0693_strТО,B0000012,ТО,100000063551,Техническое обслуживание,Техническое обслуживание,B0000012_strТО,"22,000","22,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №25,2-0693_strТР,B0000012,ТР,100000063551,Текущий ремонт,Текущий ремонт,B0000012_strТР,"267,000","133,500"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №25,2-0693_strКР,B0000012,КР,100000063551,Капитальный ремонт,Капитальный ремонт,B0000012_strКР,"1 142,000","571,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №28,2-0693_strТО,B0000012,ТО,100000063552,Техническое обслуживание,Техническое обслуживание,B0000012_strТО,"22,000","22,000"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №28,2-0693_strТР,B0000012,ТР,100000063552,Текущий ремонт,Текущий ремонт,B0000012_strТР,"267,000","133,500"
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №28,2-0693_strКР,B0000012,КР,100000063552,Капитальный ремонт,Капитальный ремонт,B0000012_strКР,"1 142,000","571,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-18,Экскаватор электрический ЭКГ-18 №01,2-0694_strТ2,B0003843,Т2,100000063537,Текущий ремонт 2,Текущий ремонт 2,B0003843_strТ2,"1 066,000","118,400"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-18,Экскаватор электрический ЭКГ-18 №01,2-0694_strКР,B0003843,КР,100000063537,Капитальный ремонт,Капитальный ремонт,B0003843_strКР,"4 663,000","1 554,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №11,2-0440_strТО,B0003774,ТО,100000063538,Техническое обслуживание,Техническое обслуживание,B0003774_strТО,"22,000","22,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №11,2-0440_strТР,B0003774,ТР,100000063538,Текущий ремонт,Текущий ремонт,B0003774_strТР,"485,000","69,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №11,2-0440_strКР,B0003774,КР,100000063538,Капитальный ремонт,Капитальный ремонт,B0003774_strКР,"2 028,000","676,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №23,2-0440_strТО,B0003774,ТО,100000063539,Техническое обслуживание,Техническое обслуживание,B0003774_strТО,"22,000","22,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №23,2-0440_strТР,B0003774,ТР,100000063539,Текущий ремонт,Текущий ремонт,B0003774_strТР,"485,000","69,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №23,2-0440_strКР,B0003774,КР,100000063539,Капитальный ремонт,Капитальный ремонт,B0003774_strКР,"2 028,000","676,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0696_strК1,B0000020,К1,100000063590,Капитальный ремонт эл. двигателей напора,Капитальный ремонт 1,B0000020_strК1,"532,000","133,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0696_strК2,B0000020,К2,100000063590,Капитальный ремонт эл.  двигатель обдува,Капитальный ремонт 2,B0000020_strК2,"1 632,000","204,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0696_strК3,B0000020,К3,100000063590,Капитальный ремонт эл. двигателей поворо,Капитальный ремонт 3,B0000020_strК3,"1 120,300","224,100"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0696_strК4,B0000020,К4,100000063590,"Капитальный ремонт трансформатор, собст.",Капитальный ремонт 4,B0000020_strК4,"258,000","258,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0532_strКР,B0000020,КР,100000063591,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0695_strТ1,B0000020,Т1,100000063592,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0440_strТО,B0000020,ТО,100000063593,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,2-0440_strТР,B0000020,ТР,100000063593,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0696_strК1,B0000020,К1,100000063594,Капитальный ремонт эл. двигателей напора,Капитальный ремонт 1,B0000020_strК1,"532,000","133,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0696_strК2,B0000020,К2,100000063594,Капитальный ремонт эл.  двигатель обдува,Капитальный ремонт 2,B0000020_strК2,"1 632,000","204,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0696_strК3,B0000020,К3,100000063594,Капитальный ремонт эл. двигателей поворо,Капитальный ремонт 3,B0000020_strК3,"1 120,300","224,100"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0696_strК4,B0000020,К4,100000063594,"Капитальный ремонт трансформатор, собст.",Капитальный ремонт 4,B0000020_strК4,"258,000","258,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0532_strКР,B0000020,КР,100000063595,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0532_strКР,B0000020,КР,100000063596,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0532_strКР,B0000020,КР,100000063597,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №29,2-0532_strКР,B0000020,КР,100000063598,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №30,2-0532_strКР,B0000020,КР,100000063599,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Бульдозеры колесные,Бульдозер WD600-7,Бульдозер WD600-6 №3220,2-0386_strО1,A0003555,О1,100000063600,Бульдозер WD600-6 №3220 ТО,Техническое обслуживание 1,A0003555_strО1,"4,200","4,200"
Олимпиадинский ГОК,Бульдозеры колесные,Бульдозер WD600-7,Бульдозер WD600-6 №3220,2-0386_strО2,A0003555,О2,100000063600,Бульдозер WD600-6 №3220 ТО,Техническое обслуживание 2,A0003555_strО2,"8,100","8,100"
Олимпиадинский ГОК,Бульдозеры колесные,Бульдозер WD600-7,Бульдозер WD600-6 №3220,2-0386_strО3,A0003555,О3,100000063600,Бульдозер WD600-6 №3220 ТО,Техническое обслуживание 3,A0003555_strО3,"20,600","20,600"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №02,2-0532_strКР,B0000020,КР,100000063601,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №09,2-0532_strКР,B0000020,КР,100000063602,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №10,2-0532_strКР,B0000020,КР,100000063603,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №21,2-0532_strКР,B0000020,КР,100000063604,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №28,2-0532_strКР,B0000020,КР,100000063605,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №32,2-0532_strКР,B0000020,КР,100000063606,Капитальный ремонт,Капитальный ремонт,B0000020_strКР,"4 348,000","1 449,300"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0695_strТ1,B0000020,Т1,100000063607,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0695_strТ1,B0000020,Т1,100000063608,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0695_strТ1,B0000020,Т1,100000063609,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №29,2-0695_strТ1,B0000020,Т1,100000063620,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №30,2-0695_strТ1,B0000020,Т1,100000063621,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №02,2-0695_strТ1,B0000020,Т1,100000063622,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №09,2-0695_strТ1,B0000020,Т1,100000063623,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №10,2-0695_strТ1,B0000020,Т1,100000063624,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №21,2-0695_strТ1,B0000020,Т1,100000063625,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №28,2-0695_strТ1,B0000020,Т1,100000063626,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №32,2-0695_strТ1,B0000020,Т1,100000063627,"Текущий ремонт трансформатора силового,",Текущий ремонт 1,B0000020_strТ1,"30,000","30,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0440_strТО,B0000020,ТО,100000063628,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,2-0440_strТР,B0000020,ТР,100000063628,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0440_strТО,B0000020,ТО,100000063629,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0440_strТР,B0000020,ТР,100000063629,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0440_strТО,B0000020,ТО,100000063630,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0440_strТР,B0000020,ТР,100000063630,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №29,2-0440_strТО,B0000020,ТО,100000063631,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №29,2-0440_strТР,B0000020,ТР,100000063631,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №30,2-0440_strТО,B0000020,ТО,100000063632,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №30,2-0440_strТР,B0000020,ТР,100000063632,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №02,2-0440_strТО,B0000020,ТО,100000063633,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №02,2-0440_strТР,B0000020,ТР,100000063633,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
